Pareto Frontier,Inaccuracy (%),Time (s),NL,NF,lr,mom,Duration (s)
1,90.0,10.71682058647275,4,"[32, 64, 128]",0.1,0.7,188.5888321660459
2,90.0,10.71682058647275,4,"[32, 64, 128]",0.1,0.7
2,90.0,10.53719362616539,4,"[64, 128, 256]",0.1,0.75
3,90.0,10.53719362616539,4,"[64, 128, 256]",0.1,0.75
3,47.12000274658203,10.568243704736233,4,"[64, 128, 256]",0.01,0.7
4,47.12000274658203,10.568243704736233,4,"[64, 128, 256]",0.01,0.7
4,58.08000183105469,10.518057577311993,4,"[64, 128, 256]",0.01,0.75
5,47.12000274658203,10.568243704736233,4,"[64, 128, 256]",0.01,0.7
5,58.08000183105469,10.518057577311993,4,"[64, 128, 256]",0.01,0.75
6,47.12000274658203,10.568243704736233,4,"[64, 128, 256]",0.01,0.7
6,58.08000183105469,10.518057577311993,4,"[64, 128, 256]",0.01,0.75
6,90.0,10.501423440873623,4,"[32, 64, 128, 256]",0.1,0.75
7,90.0,10.501423440873623,4,"[32, 64, 128, 256]",0.1,0.75
7,44.400001525878906,10.51314801722765,4,"[64, 128, 256, 512]",0.01,0.7
8,90.0,10.501423440873623,4,"[32, 64, 128, 256]",0.1,0.75
8,44.400001525878906,10.51314801722765,4,"[64, 128, 256, 512]",0.01,0.7
9,90.0,10.501423440873623,4,"[32, 64, 128, 256]",0.1,0.75
9,44.400001525878906,10.51314801722765,4,"[64, 128, 256, 512]",0.01,0.7
10,90.0,10.501423440873623,4,"[32, 64, 128, 256]",0.1,0.75
10,44.400001525878906,10.51314801722765,4,"[64, 128, 256, 512]",0.01,0.7
11,90.0,10.501423440873623,4,"[32, 64, 128, 256]",0.1,0.75
11,44.400001525878906,10.51314801722765,4,"[64, 128, 256, 512]",0.01,0.7
12,90.0,10.501423440873623,4,"[32, 64, 128, 256]",0.1,0.75
12,44.400001525878906,10.51314801722765,4,"[64, 128, 256, 512]",0.01,0.7
13,90.0,10.501423440873623,4,"[32, 64, 128, 256]",0.1,0.75
13,44.400001525878906,10.51314801722765,4,"[64, 128, 256, 512]",0.01,0.7
14,90.0,10.501423440873623,4,"[32, 64, 128, 256]",0.1,0.75
14,44.400001525878906,10.51314801722765,4,"[64, 128, 256, 512]",0.01,0.7
15,90.0,10.501423440873623,4,"[32, 64, 128, 256]",0.1,0.75
15,44.400001525878906,10.51314801722765,4,"[64, 128, 256, 512]",0.01,0.7
16,90.0,10.501423440873623,4,"[32, 64, 128, 256]",0.1,0.75
16,44.400001525878906,10.51314801722765,4,"[64, 128, 256, 512]",0.01,0.7
