Pareto Frontier,Inaccuracy (%),Time (s),NL,NF,lr,mom,Duration (s)
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75,508.684965968132
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,35.63999938964844,15.565529946237803,4,"[32, 64, 128, 256]",0.01,0.7
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,35.63999938964844,15.565529946237803,4,"[32, 64, 128, 256]",0.01,0.7
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,35.63999938964844,15.565529946237803,4,"[32, 64, 128, 256]",0.01,0.7
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,35.63999938964844,15.565529946237803,4,"[32, 64, 128, 256]",0.01,0.7
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,35.63999938964844,15.565529946237803,4,"[32, 64, 128, 256]",0.01,0.7
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,35.63999938964844,15.565529946237803,4,"[32, 64, 128, 256]",0.01,0.7
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,35.63999938964844,15.565529946237803,4,"[32, 64, 128, 256]",0.01,0.7
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,41.08000183105469,21.068210069090128,4,"[128, 256, 512]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
1,35.63999938964844,15.565529946237803,4,"[32, 64, 128, 256]",0.01,0.7
1,40.720001220703125,17.12025883421302,4,"[64, 128, 256, 512]",0.01,0.75
1,40.720001220703125,17.12025883421302,4,"[64, 128, 256, 512]",0.01,0.75
1,45.36000061035156,16.63676132634282,4,"[64, 128, 256, 512]",0.01,0.7
1,40.720001220703125,17.12025883421302,4,"[64, 128, 256, 512]",0.01,0.75
1,40.720001220703125,17.12025883421302,4,"[64, 128, 256, 512]",0.01,0.75
1,45.36000061035156,16.63676132634282,4,"[64, 128, 256, 512]",0.01,0.7
1,40.52000045776367,22.642335418611765,4,"[128, 256, 512]",0.01,0.75
2,35.98999786376953,16.50112122297287,4,"[64, 128, 256, 512]",0.01,0.75
2,35.98999786376953,16.50112122297287,4,"[64, 128, 256, 512]",0.01,0.75
2,35.98999786376953,16.50112122297287,4,"[64, 128, 256, 512]",0.01,0.75
2,35.98999786376953,16.50112122297287,4,"[64, 128, 256, 512]",0.01,0.75
2,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
2,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
2,35.63999938964844,15.565529946237803,4,"[32, 64, 128, 256]",0.01,0.7
2,35.98999786376953,16.50112122297287,4,"[64, 128, 256, 512]",0.01,0.75
2,35.98999786376953,16.50112122297287,4,"[64, 128, 256, 512]",0.01,0.75
2,35.98999786376953,16.50112122297287,4,"[64, 128, 256, 512]",0.01,0.75
2,35.98999786376953,16.50112122297287,4,"[64, 128, 256, 512]",0.01,0.75
2,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
2,34.25,15.664871878921986,4,"[32, 64, 128, 256]",0.01,0.75
2,35.63999938964844,15.565529946237803,4,"[32, 64, 128, 256]",0.01,0.7
2,50.970001220703125,16.848753914237022,4,"[64, 128, 256, 512]",0.01,0.75
2,50.970001220703125,16.848753914237022,4,"[64, 128, 256, 512]",0.01,0.75
2,47.21000289916992,16.745037209242582,4,"[32, 64, 128, 256]",0.01,0.75
2,50.970001220703125,16.848753914237022,4,"[64, 128, 256, 512]",0.01,0.75
2,50.970001220703125,16.848753914237022,4,"[64, 128, 256, 512]",0.01,0.75
2,47.21000289916992,16.745037209242582,4,"[32, 64, 128, 256]",0.01,0.75
2,46.05000305175781,17.044854156672955,4,"[64, 128, 256, 512]",0.01,0.75
